REGION TYPE,REGION,YEAR,WEEK,% WEIGHTED ILI,%UNWEIGHTED ILI,AGE 0-4,AGE 25-49,AGE 25-64,AGE 5-24,AGE 50-64,AGE 65,ILITOTAL,NUM. OF PROVIDERS,TOTAL PATIENTS
States,Alabama,2018,40,X,1.63142,X,X,X,X,X,X,638,78,39107
States,Alaska,2018,40,X,1.95933,X,X,X,X,X,X,79,16,4032
States,Arizona,2018,40,X,2.10718,X,X,X,X,X,X,359,40,17037
States,Arkansas,2018,40,X,1.10452,X,X,X,X,X,X,54,14,4889
States,California,2018,40,X,1.39592,X,X,X,X,X,X,626,100,44845
States,Colorado,2018,40,X,2.08133,X,X,X,X,X,X,843,74,40503
States,Connecticut,2018,40,X,1.52251,X,X,X,X,X,X,69,13,4532
States,Delaware,2018,40,X,0,X,X,X,X,X,X,0,10,2530
States,District of Columbia,2018,40,X,2.17196,X,X,X,X,X,X,314,5,14457
States,Georgia,2018,40,X,2.31987,X,X,X,X,X,X,1850,95,79746
States,Hawaii,2018,40,X,1.73913,X,X,X,X,X,X,34,16,1955
States,Idaho,2018,40,X,0.52459,X,X,X,X,X,X,8,6,1525
States,Illinois,2018,40,X,0.79196,X,X,X,X,X,X,394,103,49750
States,Indiana,2018,40,X,1.25458,X,X,X,X,X,X,65,24,5181
States,Iowa,2018,40,X,0.507453,X,X,X,X,X,X,32,20,6306
States,Kansas,2018,40,X,0.865203,X,X,X,X,X,X,119,32,13754
States,Kentucky,2018,40,X,1.19155,X,X,X,X,X,X,158,35,13260
States,Louisiana,2018,40,X,2.24564,X,X,X,X,X,X,1255,95,55886
States,Maine,2018,40,X,0.934256,X,X,X,X,X,X,135,49,14450
States,Maryland,2018,40,X,0.712356,X,X,X,X,X,X,58,23,8142
States,Massachusetts,2018,40,X,1.00768,X,X,X,X,X,X,505,57,50115
States,Michigan,2018,40,X,1.44733,X,X,X,X,X,X,226,37,15615
States,Minnesota,2018,40,X,1.342,X,X,X,X,X,X,97,23,7228
States,Mississippi,2018,40,X,1.94519,X,X,X,X,X,X,335,43,17222
States,Missouri,2018,40,X,0.665247,X,X,X,X,X,X,25,15,3758
States,Montana,2018,40,X,0.600365,X,X,X,X,X,X,46,29,7662
States,Nebraska,2018,40,X,1.82513,X,X,X,X,X,X,86,47,4712
States,Nevada,2018,40,X,0.392797,X,X,X,X,X,X,65,33,16548
States,New Hampshire,2018,40,X,0.609756,X,X,X,X,X,X,19,16,3116
States,New Jersey,2018,40,X,2.70526,X,X,X,X,X,X,885,41,32714
States,New Mexico,2018,40,X,0.852188,X,X,X,X,X,X,171,47,20066
States,New York,2018,40,X,0.965442,X,X,X,X,X,X,623,131,64530
States,North Carolina,2018,40,X,0.867867,X,X,X,X,X,X,929,151,107044
States,North Dakota,2018,40,X,0.937866,X,X,X,X,X,X,32,11,3412
States,Ohio,2018,40,X,0.793849,X,X,X,X,X,X,127,45,15998
States,Oklahoma,2018,40,X,1.66568,X,X,X,X,X,X,113,22,6784
States,Oregon,2018,40,X,0.778397,X,X,X,X,X,X,260,73,33402
States,Pennsylvania,2018,40,X,0.897104,X,X,X,X,X,X,530,141,59079
States,Rhode Island,2018,40,X,0.233173,X,X,X,X,X,X,15,23,6433
States,South Carolina,2018,40,X,1.36324,X,X,X,X,X,X,217,27,15918
States,South Dakota,2018,40,X,0.944063,X,X,X,X,X,X,147,32,15571
States,Tennessee,2018,40,X,0.494046,X,X,X,X,X,X,39,48,7894
States,Texas,2018,40,X,2.57869,X,X,X,X,X,X,730,108,28309
States,Utah,2018,40,X,1.13427,X,X,X,X,X,X,258,53,22746
States,Vermont,2018,40,X,0.887574,X,X,X,X,X,X,42,13,4732
States,Virginia,2018,40,X,1.52388,X,X,X,X,X,X,1373,128,90099
States,Washington,2018,40,X,0.34463,X,X,X,X,X,X,24,30,6964
States,West Virginia,2018,40,X,0.799522,X,X,X,X,X,X,107,45,13383
States,Wisconsin,2018,40,X,1.27936,X,X,X,X,X,X,268,41,20948
States,Wyoming,2018,40,X,1.7027,X,X,X,X,X,X,63,18,3700
States,Puerto Rico,2018,40,X,6.97293,X,X,X,X,X,X,170,5,2438
States,Virgin Islands,2018,40,X,0.533618,X,X,X,X,X,X,5,3,937
States,New York City,2018,40,X,1.90144,X,X,X,X,X,X,2006,75,105499
States,Alabama,2018,41,X,1.73256,X,X,X,X,X,X,635,78,36651
States,Alaska,2018,41,X,2.37628,X,X,X,X,X,X,109,17,4587
States,Arizona,2018,41,X,1.94279,X,X,X,X,X,X,307,42,15802
States,Arkansas,2018,41,X,1.11684,X,X,X,X,X,X,52,14,4656
States,California,2018,41,X,1.20019,X,X,X,X,X,X,537,101,44743
States,Colorado,2018,41,X,2.33871,X,X,X,X,X,X,978,73,41818
States,Connecticut,2018,41,X,1.63082,X,X,X,X,X,X,69,12,4231
States,Delaware,2018,41,X,0.0872981,X,X,X,X,X,X,2,10,2291
States,District of Columbia,2018,41,X,2.25308,X,X,X,X,X,X,305,5,13537
States,Georgia,2018,41,X,2.39457,X,X,X,X,X,X,1830,96,76423
States,Hawaii,2018,41,X,1.56757,X,X,X,X,X,X,29,18,1850
States,Idaho,2018,41,X,0.271003,X,X,X,X,X,X,5,8,1845
States,Illinois,2018,41,X,1.00549,X,X,X,X,X,X,493,106,49031
States,Indiana,2018,41,X,1.1109,X,X,X,X,X,X,58,23,5221
States,Iowa,2018,41,X,0.507835,X,X,X,X,X,X,35,20,6892
States,Kansas,2018,41,X,0.845666,X,X,X,X,X,X,124,36,14663
States,Kentucky,2018,41,X,1.53549,X,X,X,X,X,X,191,35,12439
States,Louisiana,2018,41,X,2.31332,X,X,X,X,X,X,1307,96,56499
States,Maine,2018,41,X,0.984963,X,X,X,X,X,X,150,51,15229
States,Maryland,2018,41,X,0.709849,X,X,X,X,X,X,56,23,7889
States,Massachusetts,2018,41,X,1.16488,X,X,X,X,X,X,583,58,50048
States,Michigan,2018,41,X,1.80201,X,X,X,X,X,X,231,36,12819
States,Minnesota,2018,41,X,1.78959,X,X,X,X,X,X,132,23,7376
States,Mississippi,2018,41,X,1.97101,X,X,X,X,X,X,325,43,16489
States,Missouri,2018,41,X,0.618499,X,X,X,X,X,X,22,15,3557
States,Montana,2018,41,X,0.481744,X,X,X,X,X,X,38,34,7888
States,Nebraska,2018,41,X,2.45732,X,X,X,X,X,X,190,46,7732
States,Nevada,2018,41,X,0.62979,X,X,X,X,X,X,106,33,16831
States,New Hampshire,2018,41,X,0.195759,X,X,X,X,X,X,6,16,3065
States,New Jersey,2018,41,X,2.60627,X,X,X,X,X,X,897,44,34417
States,New Mexico,2018,41,X,0.809395,X,X,X,X,X,X,173,50,21374
States,New York,2018,41,X,0.982257,X,X,X,X,X,X,661,133,67294
States,North Carolina,2018,41,X,0.983146,X,X,X,X,X,X,1043,153,106088
States,North Dakota,2018,41,X,1.32289,X,X,X,X,X,X,49,12,3704
States,Ohio,2018,41,X,0.644522,X,X,X,X,X,X,117,46,18153
States,Oklahoma,2018,41,X,1.86642,X,X,X,X,X,X,121,22,6483
States,Oregon,2018,41,X,0.793493,X,X,X,X,X,X,280,76,35287
States,Pennsylvania,2018,41,X,1.04547,X,X,X,X,X,X,633,140,60547
States,Rhode Island,2018,41,X,0.32491,X,X,X,X,X,X,18,23,5540
States,South Carolina,2018,41,X,1.58326,X,X,X,X,X,X,224,25,14148
States,South Dakota,2018,41,X,0.787648,X,X,X,X,X,X,126,31,15997
States,Tennessee,2018,41,X,0.719327,X,X,X,X,X,X,53,51,7368
States,Texas,2018,41,X,2.12597,X,X,X,X,X,X,589,107,27705
States,Utah,2018,41,X,0.890547,X,X,X,X,X,X,148,53,16619
States,Vermont,2018,41,X,0.903104,X,X,X,X,X,X,48,14,5315
States,Virginia,2018,41,X,1.65295,X,X,X,X,X,X,1490,130,90142
States,Washington,2018,41,X,0.640915,X,X,X,X,X,X,37,28,5773
States,West Virginia,2018,41,X,0.734944,X,X,X,X,X,X,108,47,14695
States,Wisconsin,2018,41,X,1.43178,X,X,X,X,X,X,319,41,22280
States,Wyoming,2018,41,X,1.61128,X,X,X,X,X,X,64,20,3972
States,Puerto Rico,2018,41,X,6.87581,X,X,X,X,X,X,160,5,2327
States,Virgin Islands,2018,41,X,0,X,X,X,X,X,X,0,3,960
States,New York City,2018,41,X,1.91569,X,X,X,X,X,X,2019,74,105393
States,Alabama,2018,42,X,1.83247,X,X,X,X,X,X,653,78,35635
States,Alaska,2018,42,X,2.27015,X,X,X,X,X,X,100,17,4405
States,Arizona,2018,42,X,2.07823,X,X,X,X,X,X,348,41,16745
States,Arkansas,2018,42,X,1.63996,X,X,X,X,X,X,87,16,5305
States,California,2018,42,X,1.33277,X,X,X,X,X,X,600,98,45019
States,Colorado,2018,42,X,2.5849,X,X,X,X,X,X,1042,74,40311
States,Connecticut,2018,42,X,1.3649,X,X,X,X,X,X,64,15,4689
States,Delaware,2018,42,X,0.113679,X,X,X,X,X,X,3,10,2639
States,District of Columbia,2018,42,X,2.02167,X,X,X,X,X,X,293,6,14493
States,Georgia,2018,42,X,2.62093,X,X,X,X,X,X,2067,98,78865
States,Hawaii,2018,42,X,1.94661,X,X,X,X,X,X,35,17,1798
States,Idaho,2018,42,X,0.0910332,X,X,X,X,X,X,2,10,2197
States,Illinois,2018,42,X,1.0392,X,X,X,X,X,X,518,104,49846
States,Indiana,2018,42,X,0.847305,X,X,X,X,X,X,47,25,5547
States,Iowa,2018,42,X,0.477085,X,X,X,X,X,X,33,20,6917
States,Kansas,2018,42,X,0.990462,X,X,X,X,X,X,135,33,13630
States,Kentucky,2018,42,X,1.49254,X,X,X,X,X,X,211,41,14137
States,Louisiana,2018,42,X,2.63,X,X,X,X,X,X,1356,94,51559
States,Maine,2018,42,X,0.947507,X,X,X,X,X,X,137,50,14459
States,Maryland,2018,42,X,1.08863,X,X,X,X,X,X,85,23,7808
States,Massachusetts,2018,42,X,1.27301,X,X,X,X,X,X,605,57,47525
States,Michigan,2018,42,X,1.47531,X,X,X,X,X,X,225,40,15251
States,Minnesota,2018,42,X,1.46656,X,X,X,X,X,X,107,21,7296
States,Mississippi,2018,42,X,2.1725,X,X,X,X,X,X,334,46,15374
States,Missouri,2018,42,X,0.809378,X,X,X,X,X,X,29,15,3583
States,Montana,2018,42,X,0.671848,X,X,X,X,X,X,51,33,7591
States,Nebraska,2018,42,X,1.35829,X,X,X,X,X,X,45,16,3313
States,Nevada,2018,42,X,0.561869,X,X,X,X,X,X,88,31,15662
States,New Hampshire,2018,42,X,0.661417,X,X,X,X,X,X,21,15,3175
States,New Jersey,2018,42,X,2.69214,X,X,X,X,X,X,889,44,33022
